total_timestamp;timestamp;buyer;seller;symbol;currency;price;quantity;day
535400;535400;;;STARFRUIT;SEASHELLS;4995.0;1;-2
536000;536000;;;STARFRUIT;SEASHELLS;4998.0;2;-2
536000;536000;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
536100;536100;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
536100;536100;;;STARFRUIT;SEASHELLS;5003.0;1;-2
536100;536100;;;AMETHYSTS;SEASHELLS;9998.0;6;-2
536200;536200;;;STARFRUIT;SEASHELLS;4997.0;1;-2
536300;536300;;;STARFRUIT;SEASHELLS;4997.0;1;-2
536500;536500;;;AMETHYSTS;SEASHELLS;9998.0;3;-2
536800;536800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
536800;536800;;;AMETHYSTS;SEASHELLS;10002.0;5;-2
536900;536900;;;STARFRUIT;SEASHELLS;4996.0;1;-2
537200;537200;;;AMETHYSTS;SEASHELLS;10005.0;3;-2
537300;537300;;;STARFRUIT;SEASHELLS;5002.0;1;-2
537500;537500;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
537600;537600;;;STARFRUIT;SEASHELLS;5003.0;2;-2
537600;537600;;;STARFRUIT;SEASHELLS;5003.0;3;-2
537700;537700;;;STARFRUIT;SEASHELLS;5003.0;13;-2
537700;537700;;;STARFRUIT;SEASHELLS;5003.0;2;-2
538200;538200;;;STARFRUIT;SEASHELLS;5004.0;10;-2
538300;538300;;;STARFRUIT;SEASHELLS;4998.0;1;-2
538700;538700;;;STARFRUIT;SEASHELLS;5005.0;8;-2
538800;538800;;;STARFRUIT;SEASHELLS;5003.0;1;-2
539300;539300;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
539400;539400;;;STARFRUIT;SEASHELLS;4998.0;1;-2
539400;539400;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
539500;539500;;;STARFRUIT;SEASHELLS;5002.0;1;-2
539500;539500;;;STARFRUIT;SEASHELLS;5004.0;10;-2
539600;539600;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
539600;539600;;;STARFRUIT;SEASHELLS;4997.0;11;-2
539900;539900;;;AMETHYSTS;SEASHELLS;10004.0;10;-2
539900;539900;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
540100;540100;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
540300;540300;;;STARFRUIT;SEASHELLS;4999.0;1;-2
540400;540400;;;STARFRUIT;SEASHELLS;4999.0;5;-2
540400;540400;;;STARFRUIT;SEASHELLS;4999.0;1;-2
540500;540500;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
540700;540700;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
540700;540700;;;STARFRUIT;SEASHELLS;5004.0;2;-2
541200;541200;;;STARFRUIT;SEASHELLS;5000.0;1;-2
541200;541200;;;STARFRUIT;SEASHELLS;5000.0;2;-2
541200;541200;;;AMETHYSTS;SEASHELLS;10005.0;1;-2
541700;541700;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
542000;542000;;;STARFRUIT;SEASHELLS;4999.0;1;-2
542100;542100;;;STARFRUIT;SEASHELLS;5004.0;1;-2
542200;542200;;;AMETHYSTS;SEASHELLS;10002.0;4;-2
542200;542200;;;STARFRUIT;SEASHELLS;4998.0;8;-2
542400;542400;;;STARFRUIT;SEASHELLS;4998.0;1;-2
542800;542800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
542900;542900;;;AMETHYSTS;SEASHELLS;10002.0;2;-2
543100;543100;;;STARFRUIT;SEASHELLS;5001.0;3;-2
543300;543300;;;STARFRUIT;SEASHELLS;5003.0;8;-2
543300;543300;;;STARFRUIT;SEASHELLS;5002.0;4;-2
543500;543500;;;STARFRUIT;SEASHELLS;4998.0;1;-2
543800;543800;;;STARFRUIT;SEASHELLS;4998.0;1;-2
544100;544100;;;STARFRUIT;SEASHELLS;4998.0;4;-2
544400;544400;;;STARFRUIT;SEASHELLS;5000.0;1;-2
544400;544400;;;STARFRUIT;SEASHELLS;5000.0;3;-2
544400;544400;;;STARFRUIT;SEASHELLS;5000.0;1;-2
544400;544400;;;STARFRUIT;SEASHELLS;5000.0;5;-2
544400;544400;;;STARFRUIT;SEASHELLS;5000.0;0;-2
544500;544500;;;AMETHYSTS;SEASHELLS;9995.0;9;-2
544500;544500;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
544500;544500;;;STARFRUIT;SEASHELLS;4996.0;1;-2
544600;544600;;;STARFRUIT;SEASHELLS;5001.0;1;-2
545100;545100;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
545200;545200;;;AMETHYSTS;SEASHELLS;9996.0;2;-2
545200;545200;;;STARFRUIT;SEASHELLS;4997.0;2;-2
545900;545900;;;STARFRUIT;SEASHELLS;4998.0;1;-2
546100;546100;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
546400;546400;;;STARFRUIT;SEASHELLS;4999.0;1;-2
546500;546500;;;STARFRUIT;SEASHELLS;5004.0;1;-2
547100;547100;;;STARFRUIT;SEASHELLS;4998.0;1;-2
547600;547600;;;STARFRUIT;SEASHELLS;5003.0;1;-2
547700;547700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
547800;547800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
548000;548000;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
548100;548100;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
548400;548400;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
548400;548400;;;STARFRUIT;SEASHELLS;4999.0;2;-2
548400;548400;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
548500;548500;;;STARFRUIT;SEASHELLS;4999.0;1;-2
549200;549200;;;STARFRUIT;SEASHELLS;5000.0;1;-2
549300;549300;;;STARFRUIT;SEASHELLS;5006.0;1;-2
550000;550000;;;STARFRUIT;SEASHELLS;5002.0;8;-2
550500;550500;;;STARFRUIT;SEASHELLS;5005.0;1;-2
550600;550600;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
550600;550600;;;STARFRUIT;SEASHELLS;5005.0;4;-2
550800;550800;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
550800;550800;;;STARFRUIT;SEASHELLS;5008.0;1;-2
550900;550900;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
550900;550900;;;STARFRUIT;SEASHELLS;5002.0;1;-2
551000;551000;;;STARFRUIT;SEASHELLS;5007.0;1;-2
551300;551300;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
551300;551300;;;STARFRUIT;SEASHELLS;5002.0;1;-2
551300;551300;;;STARFRUIT;SEASHELLS;5007.0;2;-2
551300;551300;;;STARFRUIT;SEASHELLS;5002.0;11;-2
551300;551300;;;AMETHYSTS;SEASHELLS;10002.0;2;-2
551400;551400;;;STARFRUIT;SEASHELLS;5008.0;1;-2
551600;551600;;;STARFRUIT;SEASHELLS;5004.0;1;-2
551700;551700;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
551700;551700;;;STARFRUIT;SEASHELLS;5009.0;1;-2
551900;551900;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
551900;551900;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
551900;551900;;;STARFRUIT;SEASHELLS;5009.0;2;-2
552000;552000;;;STARFRUIT;SEASHELLS;5006.0;5;-2
552300;552300;;;STARFRUIT;SEASHELLS;5002.0;1;-2
552600;552600;;;STARFRUIT;SEASHELLS;5006.0;1;-2
552800;552800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
553000;553000;;;STARFRUIT;SEASHELLS;5002.0;1;-2
553400;553400;;;AMETHYSTS;SEASHELLS;9998.0;5;-2
553600;553600;;;STARFRUIT;SEASHELLS;5002.0;6;-2
553700;553700;;;STARFRUIT;SEASHELLS;5002.0;7;-2
553900;553900;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
553900;553900;;;STARFRUIT;SEASHELLS;5002.0;1;-2
554300;554300;;;STARFRUIT;SEASHELLS;5008.0;9;-2
554300;554300;;;STARFRUIT;SEASHELLS;5008.0;2;-2
554700;554700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
554800;554800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
555000;555000;;;AMETHYSTS;SEASHELLS;9998.0;6;-2
555100;555100;;;STARFRUIT;SEASHELLS;5003.0;1;-2
555300;555300;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
555300;555300;;;STARFRUIT;SEASHELLS;5002.0;1;-2
555400;555400;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
555400;555400;;;STARFRUIT;SEASHELLS;5009.0;8;-2
555500;555500;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
555600;555600;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
555600;555600;;;STARFRUIT;SEASHELLS;5003.0;1;-2
555700;555700;;;STARFRUIT;SEASHELLS;5002.0;1;-2
555800;555800;;;STARFRUIT;SEASHELLS;5006.0;2;-2
555900;555900;;;STARFRUIT;SEASHELLS;5003.0;1;-2
556000;556000;;;STARFRUIT;SEASHELLS;5003.0;1;-2
556400;556400;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
556600;556600;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
556700;556700;;;STARFRUIT;SEASHELLS;5004.0;1;-2
556700;556700;;;AMETHYSTS;SEASHELLS;9996.0;2;-2
556700;556700;;;AMETHYSTS;SEASHELLS;9996.0;6;-2
556900;556900;;;STARFRUIT;SEASHELLS;5009.0;8;-2
556900;556900;;;STARFRUIT;SEASHELLS;5009.0;1;-2
557900;557900;;;STARFRUIT;SEASHELLS;5007.0;5;-2
558000;558000;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
558100;558100;;;AMETHYSTS;SEASHELLS;9998.0;4;-2
558300;558300;;;STARFRUIT;SEASHELLS;5003.0;1;-2
558700;558700;;;AMETHYSTS;SEASHELLS;10002.0;4;-2
558800;558800;;;STARFRUIT;SEASHELLS;5001.0;1;-2
559300;559300;;;AMETHYSTS;SEASHELLS;9995.0;2;-2
559300;559300;;;STARFRUIT;SEASHELLS;5001.0;2;-2
559300;559300;;;STARFRUIT;SEASHELLS;5006.0;1;-2
559700;559700;;;STARFRUIT;SEASHELLS;5005.0;4;-2
559800;559800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
559900;559900;;;STARFRUIT;SEASHELLS;5002.0;4;-2
560200;560200;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
560300;560300;;;STARFRUIT;SEASHELLS;5009.0;8;-2
560500;560500;;;STARFRUIT;SEASHELLS;5004.0;3;-2
560600;560600;;;STARFRUIT;SEASHELLS;5003.0;1;-2
560600;560600;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
560900;560900;;;AMETHYSTS;SEASHELLS;10002.0;5;-2
561100;561100;;;STARFRUIT;SEASHELLS;5008.0;1;-2
561200;561200;;;AMETHYSTS;SEASHELLS;10002.0;3;-2
561500;561500;;;STARFRUIT;SEASHELLS;5009.0;1;-2
561700;561700;;;STARFRUIT;SEASHELLS;5008.0;3;-2
561800;561800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
562100;562100;;;STARFRUIT;SEASHELLS;5010.0;1;-2
562500;562500;;;STARFRUIT;SEASHELLS;5009.0;5;-2
562800;562800;;;STARFRUIT;SEASHELLS;5011.0;11;-2
562900;562900;;;STARFRUIT;SEASHELLS;5005.0;1;-2
563400;563400;;;AMETHYSTS;SEASHELLS;9998.0;3;-2
563400;563400;;;STARFRUIT;SEASHELLS;5010.0;1;-2
563600;563600;;;STARFRUIT;SEASHELLS;5011.0;8;-2
563700;563700;;;AMETHYSTS;SEASHELLS;10005.0;6;-2
564100;564100;;;STARFRUIT;SEASHELLS;5011.0;7;-2
564100;564100;;;STARFRUIT;SEASHELLS;5011.0;1;-2
564500;564500;;;AMETHYSTS;SEASHELLS;10002.0;3;-2
564500;564500;;;AMETHYSTS;SEASHELLS;10002.0;9;-2
564800;564800;;;STARFRUIT;SEASHELLS;5008.0;5;-2
565600;565600;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
565600;565600;;;STARFRUIT;SEASHELLS;5005.0;1;-2
565700;565700;;;STARFRUIT;SEASHELLS;5011.0;1;-2
565900;565900;;;STARFRUIT;SEASHELLS;5011.0;1;-2
566000;566000;;;STARFRUIT;SEASHELLS;5006.0;1;-2
566200;566200;;;STARFRUIT;SEASHELLS;5010.0;1;-2
566200;566200;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
566200;566200;;;STARFRUIT;SEASHELLS;5010.0;1;-2
566600;566600;;;STARFRUIT;SEASHELLS;5010.0;5;-2
566700;566700;;;AMETHYSTS;SEASHELLS;9998.0;3;-2
566800;566800;;;STARFRUIT;SEASHELLS;5011.0;2;-2
566800;566800;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
567000;567000;;;STARFRUIT;SEASHELLS;5012.0;1;-2
567000;567000;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
567200;567200;;;STARFRUIT;SEASHELLS;5012.0;15;-2
567300;567300;;;STARFRUIT;SEASHELLS;5012.0;2;-2
567300;567300;;;AMETHYSTS;SEASHELLS;10002.0;2;-2
567400;567400;;;STARFRUIT;SEASHELLS;5006.0;1;-2
567400;567400;;;AMETHYSTS;SEASHELLS;10002.0;5;-2
567600;567600;;;AMETHYSTS;SEASHELLS;9995.0;8;-2
567700;567700;;;AMETHYSTS;SEASHELLS;9995.0;2;-2
567700;567700;;;STARFRUIT;SEASHELLS;5005.0;2;-2
567800;567800;;;STARFRUIT;SEASHELLS;5009.0;4;-2
567900;567900;;;AMETHYSTS;SEASHELLS;9998.0;4;-2
568400;568400;;;STARFRUIT;SEASHELLS;5005.0;1;-2
568500;568500;;;STARFRUIT;SEASHELLS;5005.0;1;-2
568700;568700;;;STARFRUIT;SEASHELLS;5008.0;1;-2
568700;568700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
569200;569200;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
570200;570200;;;AMETHYSTS;SEASHELLS;9998.0;9;-2
570200;570200;;;AMETHYSTS;SEASHELLS;9998.0;3;-2
570500;570500;;;STARFRUIT;SEASHELLS;5005.0;1;-2
570700;570700;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
570700;570700;;;STARFRUIT;SEASHELLS;5010.0;1;-2
570700;570700;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
570800;570800;;;STARFRUIT;SEASHELLS;5005.0;1;-2
570800;570800;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
571200;571200;;;STARFRUIT;SEASHELLS;5006.0;4;-2
571300;571300;;;STARFRUIT;SEASHELLS;5009.0;9;-2
571500;571500;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
571900;571900;;;AMETHYSTS;SEASHELLS;10002.0;2;-2
571900;571900;;;STARFRUIT;SEASHELLS;5012.0;2;-2
572000;572000;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
572400;572400;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
572600;572600;;;STARFRUIT;SEASHELLS;5008.0;1;-2
572600;572600;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
572900;572900;;;STARFRUIT;SEASHELLS;5009.0;1;-2
573000;573000;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
573000;573000;;;STARFRUIT;SEASHELLS;5008.0;1;-2
573300;573300;;;STARFRUIT;SEASHELLS;5010.0;7;-2
573300;573300;;;STARFRUIT;SEASHELLS;5010.0;2;-2
573800;573800;;;STARFRUIT;SEASHELLS;5013.0;1;-2
573800;573800;;;STARFRUIT;SEASHELLS;5013.0;3;-2
574000;574000;;;STARFRUIT;SEASHELLS;5010.0;5;-2
574000;574000;;;AMETHYSTS;SEASHELLS;9996.0;2;-2
574000;574000;;;AMETHYSTS;SEASHELLS;9996.0;5;-2
574000;574000;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
574000;574000;;;STARFRUIT;SEASHELLS;5009.0;1;-2
574300;574300;;;AMETHYSTS;SEASHELLS;10002.0;2;-2
574500;574500;;;AMETHYSTS;SEASHELLS;9996.0;2;-2
574500;574500;;;STARFRUIT;SEASHELLS;5014.0;1;-2
574600;574600;;;STARFRUIT;SEASHELLS;5008.0;1;-2
574700;574700;;;AMETHYSTS;SEASHELLS;10005.0;10;-2
574700;574700;;;AMETHYSTS;SEASHELLS;10002.0;5;-2
574900;574900;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
575000;575000;;;STARFRUIT;SEASHELLS;5007.0;10;-2
575200;575200;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
575500;575500;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
575800;575800;;;STARFRUIT;SEASHELLS;5007.0;1;-2
575900;575900;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
576000;576000;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
576100;576100;;;STARFRUIT;SEASHELLS;5007.0;1;-2
576200;576200;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
576300;576300;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
576300;576300;;;STARFRUIT;SEASHELLS;5014.0;2;-2
576300;576300;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
576700;576700;;;STARFRUIT;SEASHELLS;5007.0;7;-2
576700;576700;;;AMETHYSTS;SEASHELLS;10005.0;10;-2
576700;576700;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
577000;577000;;;STARFRUIT;SEASHELLS;5009.0;1;-2
577000;577000;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
578200;578200;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
578200;578200;;;STARFRUIT;SEASHELLS;5008.0;1;-2
578300;578300;;;STARFRUIT;SEASHELLS;5013.0;1;-2
578400;578400;;;STARFRUIT;SEASHELLS;5008.0;1;-2
578400;578400;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
578900;578900;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
579300;579300;;;STARFRUIT;SEASHELLS;5007.0;1;-2
579600;579600;;;STARFRUIT;SEASHELLS;5011.0;6;-2
579800;579800;;;STARFRUIT;SEASHELLS;5014.0;1;-2
579800;579800;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
579800;579800;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
579900;579900;;;AMETHYSTS;SEASHELLS;10002.0;3;-2
580700;580700;;;STARFRUIT;SEASHELLS;5011.0;2;-2
580700;580700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
580900;580900;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
581200;581200;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
581200;581200;;;STARFRUIT;SEASHELLS;5015.0;1;-2
581300;581300;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
581300;581300;;;STARFRUIT;SEASHELLS;5013.0;1;-2
581700;581700;;;STARFRUIT;SEASHELLS;5009.0;1;-2
582200;582200;;;STARFRUIT;SEASHELLS;5014.0;1;-2
582700;582700;;;STARFRUIT;SEASHELLS;5013.0;1;-2
582800;582800;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
582800;582800;;;AMETHYSTS;SEASHELLS;9998.0;4;-2
583600;583600;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
583700;583700;;;AMETHYSTS;SEASHELLS;9996.0;2;-2
583700;583700;;;STARFRUIT;SEASHELLS;5010.0;2;-2
583700;583700;;;STARFRUIT;SEASHELLS;5010.0;14;-2
583800;583800;;;STARFRUIT;SEASHELLS;5011.0;1;-2
583900;583900;;;STARFRUIT;SEASHELLS;5011.0;4;-2
584000;584000;;;STARFRUIT;SEASHELLS;5015.0;1;-2
584200;584200;;;STARFRUIT;SEASHELLS;5015.0;1;-2
584400;584400;;;STARFRUIT;SEASHELLS;5015.0;1;-2
584800;584800;;;STARFRUIT;SEASHELLS;5016.0;1;-2
584900;584900;;;STARFRUIT;SEASHELLS;5011.0;1;-2
585000;585000;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
585100;585100;;;STARFRUIT;SEASHELLS;5015.0;4;-2
585100;585100;;;STARFRUIT;SEASHELLS;5015.0;10;-2
585500;585500;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
585500;585500;;;STARFRUIT;SEASHELLS;5017.0;2;-2
585700;585700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
585800;585800;;;STARFRUIT;SEASHELLS;5010.0;1;-2
586200;586200;;;AMETHYSTS;SEASHELLS;10005.0;1;-2
586200;586200;;;STARFRUIT;SEASHELLS;5015.0;1;-2
586300;586300;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
586500;586500;;;STARFRUIT;SEASHELLS;5018.0;15;-2
586500;586500;;;AMETHYSTS;SEASHELLS;10005.0;1;-2
586500;586500;;;STARFRUIT;SEASHELLS;5018.0;1;-2
586700;586700;;;AMETHYSTS;SEASHELLS;10005.0;11;-2
586800;586800;;;STARFRUIT;SEASHELLS;5017.0;5;-2
587100;587100;;;STARFRUIT;SEASHELLS;5014.0;2;-2
587100;587100;;;STARFRUIT;SEASHELLS;5014.0;1;-2
587200;587200;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
587200;587200;;;STARFRUIT;SEASHELLS;5020.0;1;-2
587500;587500;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
588600;588600;;;STARFRUIT;SEASHELLS;5012.0;1;-2
588700;588700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
588800;588800;;;STARFRUIT;SEASHELLS;5019.0;2;-2
588800;588800;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
588900;588900;;;STARFRUIT;SEASHELLS;5013.0;1;-2
589000;589000;;;AMETHYSTS;SEASHELLS;10002.0;3;-2
589000;589000;;;STARFRUIT;SEASHELLS;5018.0;1;-2
589100;589100;;;STARFRUIT;SEASHELLS;5018.0;1;-2
589700;589700;;;STARFRUIT;SEASHELLS;5012.0;1;-2
589800;589800;;;STARFRUIT;SEASHELLS;5018.0;8;-2
589900;589900;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
590100;590100;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
590400;590400;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
590600;590600;;;STARFRUIT;SEASHELLS;5017.0;1;-2
590600;590600;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
591000;591000;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
591000;591000;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
591300;591300;;;STARFRUIT;SEASHELLS;5012.0;1;-2
591400;591400;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
591500;591500;;;STARFRUIT;SEASHELLS;5012.0;1;-2
591900;591900;;;STARFRUIT;SEASHELLS;5015.0;3;-2
591900;591900;;;STARFRUIT;SEASHELLS;5014.0;1;-2
591900;591900;;;STARFRUIT;SEASHELLS;5015.0;1;-2
591900;591900;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
592200;592200;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
592200;592200;;;STARFRUIT;SEASHELLS;5013.0;12;-2
592200;592200;;;STARFRUIT;SEASHELLS;5014.0;1;-2
592300;592300;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
592400;592400;;;STARFRUIT;SEASHELLS;5015.0;1;-2
592400;592400;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
592500;592500;;;STARFRUIT;SEASHELLS;5019.0;2;-2
592500;592500;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
592900;592900;;;STARFRUIT;SEASHELLS;5016.0;3;-2
592900;592900;;;STARFRUIT;SEASHELLS;5016.0;6;-2
592900;592900;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
592900;592900;;;STARFRUIT;SEASHELLS;5016.0;1;-2
593100;593100;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
593100;593100;;;STARFRUIT;SEASHELLS;5018.0;2;-2
593100;593100;;;AMETHYSTS;SEASHELLS;10000.0;1;-2
593300;593300;;;STARFRUIT;SEASHELLS;5016.0;1;-2
593300;593300;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
594000;594000;;;AMETHYSTS;SEASHELLS;9998.0;4;-2
594800;594800;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
594800;594800;;;AMETHYSTS;SEASHELLS;10005.0;2;-2
594800;594800;;;STARFRUIT;SEASHELLS;5019.0;2;-2
594900;594900;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
595000;595000;;;STARFRUIT;SEASHELLS;5019.0;1;-2
595200;595200;;;AMETHYSTS;SEASHELLS;10002.0;3;-2
595300;595300;;;AMETHYSTS;SEASHELLS;10000.0;1;-2
595300;595300;;;STARFRUIT;SEASHELLS;5017.0;1;-2
595400;595400;;;STARFRUIT;SEASHELLS;5020.0;1;-2
595500;595500;;;STARFRUIT;SEASHELLS;5021.0;1;-2
595500;595500;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
595700;595700;;;STARFRUIT;SEASHELLS;5015.0;2;-2
595800;595800;;;STARFRUIT;SEASHELLS;5020.0;10;-2
595800;595800;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
595800;595800;;;STARFRUIT;SEASHELLS;5020.0;1;-2
596100;596100;;;STARFRUIT;SEASHELLS;5014.0;1;-2
596300;596300;;;STARFRUIT;SEASHELLS;5014.0;14;-2
596600;596600;;;STARFRUIT;SEASHELLS;5020.0;1;-2
596600;596600;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
596900;596900;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
597200;597200;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
597500;597500;;;STARFRUIT;SEASHELLS;5020.0;1;-2
597600;597600;;;AMETHYSTS;SEASHELLS;9995.0;11;-2
598000;598000;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
598000;598000;;;STARFRUIT;SEASHELLS;5016.0;1;-2
598100;598100;;;AMETHYSTS;SEASHELLS;10004.0;8;-2
598100;598100;;;AMETHYSTS;SEASHELLS;10004.0;2;-2
598200;598200;;;STARFRUIT;SEASHELLS;5016.0;1;-2
598700;598700;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
599000;599000;;;AMETHYSTS;SEASHELLS;9995.0;2;-2
599000;599000;;;STARFRUIT;SEASHELLS;5016.0;2;-2
599000;599000;;;STARFRUIT;SEASHELLS;5016.0;1;-2
599100;599100;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
599100;599100;;;STARFRUIT;SEASHELLS;5023.0;2;-2
599300;599300;;;STARFRUIT;SEASHELLS;5016.0;2;-2
599300;599300;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
599400;599400;;;STARFRUIT;SEASHELLS;5017.0;3;-2
599500;599500;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
599600;599600;;;STARFRUIT;SEASHELLS;5016.0;1;-2
599600;599600;;;STARFRUIT;SEASHELLS;5019.0;6;-2
599600;599600;;;STARFRUIT;SEASHELLS;5016.0;13;-2
599700;599700;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
599700;599700;;;STARFRUIT;SEASHELLS;5022.0;2;-2
599700;599700;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
599800;599800;;;STARFRUIT;SEASHELLS;5020.0;1;-2
600000;600000;;;STARFRUIT;SEASHELLS;5020.0;1;-2
600200;600200;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
600200;600200;;;STARFRUIT;SEASHELLS;5021.0;1;-2
600400;600400;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
600400;600400;;;STARFRUIT;SEASHELLS;5021.0;1;-2
600500;600500;;;AMETHYSTS;SEASHELLS;9998.0;8;-2
601500;601500;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
