total_timestamp;timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY
1288000;288000;1225.75;1.3;10.5;-2.4;3877.5688;89.61958;-1
1288100;288100;1225.5;1.3;10.5;-2.4;3876.875;89.61414;-1
1288200;288200;1226.25;1.3;10.5;-2.4;3876.1816;89.60871;-1
1288300;288300;1225.25;1.3;10.5;-2.4;3875.4893;89.60329;-1
1288400;288400;1225.0;1.3;10.5;-2.4;3874.7979;89.59786;-1
1288500;288500;1226.25;1.3;10.5;-2.4;3874.107;89.592445;-1
1288600;288600;1226.25;1.3;10.5;-2.4;3873.417;89.58703;-1
1288700;288700;1226.75;1.3;10.5;-2.4;3872.7278;89.58162;-1
1288800;288800;1226.25;1.3;10.5;-2.4;3872.0396;89.57621;-1
1288900;288900;1224.75;1.3;10.5;-2.4;3871.3518;89.57081;-1
1289000;289000;1223.75;1.3;10.5;-2.4;3870.665;89.565414;-1
1289100;289100;1223.75;1.3;10.5;-2.4;3869.979;89.56002;-1
1289200;289200;1224.0;1.3;10.5;-2.4;3869.294;89.554634;-1
1289300;289300;1224.75;1.3;10.5;-2.4;3868.6096;89.549255;-1
1289400;289400;1226.75;1.3;10.5;-2.4;3867.926;89.54388;-1
1289500;289500;1226.75;1.3;10.5;-2.4;3867.2432;89.538506;-1
1289600;289600;1225.25;1.3;10.5;-2.4;3866.5613;89.533134;-1
1289700;289700;1225.25;1.3;10.5;-2.4;3865.8801;89.52777;-1
1289800;289800;1224.25;1.3;10.5;-2.4;3865.1997;89.52241;-1
1289900;289900;1225.25;1.3;10.5;-2.4;3864.5203;89.51705;-1
1290000;290000;1223.75;1.3;10.5;-2.4;3863.8416;89.5117;-1
1290100;290100;1223.75;1.3;10.5;-2.4;3863.1636;89.506355;-1
1290200;290200;1223.25;1.3;10.5;-2.4;3862.4863;89.501015;-1
1290300;290300;1221.75;1.3;10.5;-2.4;3861.81;89.49568;-1
1290400;290400;1222.75;1.3;10.5;-2.4;3861.1345;89.49035;-1
1290500;290500;1221.75;1.3;10.5;-2.4;3860.4597;89.485016;-1
1290600;290600;1222.0;1.3;10.5;-2.4;3859.7856;89.4797;-1
1290700;290700;1221.25;1.3;10.5;-2.4;3859.1125;89.47437;-1
1290800;290800;1221.25;1.3;10.5;-2.4;3858.4402;89.46906;-1
1290900;290900;1221.0;1.3;10.5;-2.4;3857.7686;89.46375;-1
1291000;291000;1221.0;1.3;10.5;-2.4;3857.098;89.45845;-1
1291100;291100;1221.0;1.3;10.5;-2.4;3856.428;89.45315;-1
1291200;291200;1220.75;1.3;10.5;-2.4;3855.7588;89.44785;-1
1291300;291300;1220.75;1.3;10.5;-2.4;3855.0906;89.44256;-1
1291400;291400;1219.75;1.3;10.5;-2.4;3854.4229;89.43727;-1
1291500;291500;1219.25;1.3;10.5;-2.4;3853.756;89.43199;-1
1291600;291600;1217.25;1.3;10.5;-2.4;3853.0903;89.42671;-1
1291700;291700;1219.25;1.3;10.5;-2.4;3852.425;89.42144;-1
1291800;291800;1219.0;1.3;10.5;-2.4;3851.7607;89.416176;-1
1291900;291900;1218.25;1.3;10.5;-2.4;3851.0972;89.41091;-1
1292000;292000;1220.25;1.3;10.5;-2.4;3850.4343;89.405655;-1
1292100;292100;1220.25;1.3;10.5;-2.4;3849.7725;89.4004;-1
1292200;292200;1219.25;1.3;10.5;-2.4;3849.1113;89.39515;-1
1292300;292300;1218.25;1.3;10.5;-2.4;3848.451;89.3899;-1
1292400;292400;1218.25;1.3;10.5;-2.4;3847.7915;89.38467;-1
1292500;292500;1219.25;1.3;10.5;-2.4;3847.1326;89.379425;-1
1292600;292600;1219.25;1.3;9.5;-2.4;3846.4746;89.3742;-1
1292700;292700;1218.25;1.3;9.5;-2.4;3845.8176;89.36897;-1
1292800;292800;1217.25;1.3;9.5;-2.4;3845.1611;89.36375;-1
1292900;292900;1217.25;1.3;9.5;-2.4;3844.5056;89.35853;-1
1293000;293000;1217.25;1.3;9.5;-2.4;3843.8508;89.35332;-1
1293100;293100;1217.75;1.3;9.5;-2.4;3843.197;89.34811;-1
1293200;293200;1217.75;1.3;9.5;-2.4;3842.5437;89.3429;-1
1293300;293300;1217.25;1.3;9.5;-2.4;3841.8914;89.33771;-1
1293400;293400;1218.25;1.3;9.5;-2.4;3841.24;89.33251;-1
1293500;293500;1219.25;1.3;9.5;-2.4;3840.589;89.327324;-1
1293600;293600;1217.75;1.3;9.5;-2.4;3839.9392;89.322136;-1
1293700;293700;1217.75;1.3;9.5;-2.4;3839.29;89.316956;-1
1293800;293800;1217.75;1.3;9.5;-2.4;3838.6416;89.31178;-1
1293900;293900;1216.75;1.3;9.5;-2.4;3837.9941;89.30661;-1
1294000;294000;1216.25;1.3;9.5;-2.4;3837.3474;89.301445;-1
1294100;294100;1215.25;1.3;9.5;-2.4;3836.7014;89.29628;-1
1294200;294200;1215.5;1.3;9.5;-2.4;3836.0562;89.29112;-1
1294300;294300;1215.75;1.3;9.5;-2.4;3835.4119;89.28597;-1
1294400;294400;1215.25;1.3;9.5;-2.4;3834.7683;89.28082;-1
1294500;294500;1215.5;1.3;9.5;-2.4;3834.1255;89.27568;-1
1294600;294600;1216.25;1.3;9.5;-2.4;3833.4834;89.270546;-1
1294700;294700;1215.25;1.3;9.5;-2.4;3832.8423;89.26541;-1
1294800;294800;1215.25;1.3;9.5;-2.4;3832.202;89.26028;-1
1294900;294900;1216.75;1.3;9.5;-2.4;3831.5623;89.25516;-1
1295000;295000;1216.25;1.3;9.5;-2.4;3830.9236;89.25004;-1
1295100;295100;1217.25;1.3;9.5;-2.4;3830.2856;89.24492;-1
1295200;295200;1217.25;1.3;9.5;-2.4;3829.6484;89.23981;-1
1295300;295300;1217.5;1.3;9.5;-2.4;3829.012;89.2347;-1
1295400;295400;1217.75;1.3;9.5;-2.4;3828.3765;89.2296;-1
1295500;295500;1218.0;1.3;9.5;-2.4;3827.7417;89.2245;-1
1295600;295600;1217.25;1.3;9.5;-2.4;3827.1077;89.21941;-1
1295700;295700;1216.75;1.3;9.5;-2.4;3826.4744;89.214325;-1
1295800;295800;1216.5;1.3;9.5;-2.4;3825.842;89.20924;-1
1295900;295900;1215.75;1.3;9.5;-2.4;3825.2104;89.20416;-1
1296000;296000;1215.75;1.3;9.5;-2.4;3824.5796;89.19909;-1
1296100;296100;1217.75;1.3;9.5;-2.4;3823.9495;89.19402;-1
1296200;296200;1216.25;1.3;9.5;-2.4;3823.3203;89.18896;-1
1296300;296300;1214.25;1.3;9.5;-2.4;3822.692;89.1839;-1
1296400;296400;1214.75;1.3;9.5;-2.4;3822.0642;89.17884;-1
1296500;296500;1215.25;1.3;9.5;-2.4;3821.4375;89.17379;-1
1296600;296600;1215.75;1.3;9.5;-2.4;3820.8115;89.16875;-1
1296700;296700;1214.75;1.3;9.5;-2.4;3820.1863;89.163704;-1
1296800;296800;1215.75;1.3;9.5;-2.4;3819.5618;89.15867;-1
1296900;296900;1215.5;1.3;9.5;-2.4;3818.9382;89.15364;-1
1297000;297000;1215.75;1.3;9.5;-2.4;3818.3152;89.14861;-1
1297100;297100;1214.75;1.3;9.5;-2.4;3817.6934;89.14359;-1
1297200;297200;1214.75;1.3;9.5;-2.4;3817.072;89.13857;-1
1297300;297300;1214.75;1.3;9.5;-2.4;3816.4514;89.13356;-1
1297400;297400;1214.25;1.3;9.5;-2.4;3815.8318;89.128555;-1
1297500;297500;1214.75;1.3;9.5;-2.4;3815.2131;89.12355;-1
1297600;297600;1213.75;1.3;9.5;-2.4;3814.595;89.11855;-1
1297700;297700;1213.75;1.3;9.5;-2.4;3813.9778;89.113556;-1
1297800;297800;1212.75;1.3;9.5;-2.4;3813.361;89.10857;-1
1297900;297900;1211.75;1.3;9.5;-2.4;3812.7456;89.103584;-1
1298000;298000;1211.25;1.3;9.5;-2.4;3812.1306;89.0986;-1
1298100;298100;1212.25;1.3;9.5;-2.4;3811.5166;89.09363;-1
1298200;298200;1212.0;1.3;9.5;-2.4;3810.9033;89.08866;-1
1298300;298300;1212.75;1.3;9.5;-2.4;3810.2908;89.083694;-1
1298400;298400;1213.75;1.3;9.5;-2.4;3809.679;89.078735;-1
1298500;298500;1213.75;1.3;9.5;-2.4;3809.068;89.07378;-1
1298600;298600;1212.75;1.3;9.5;-2.4;3808.458;89.068825;-1
1298700;298700;1213.75;1.3;9.5;-2.4;3807.8486;89.06388;-1
1298800;298800;1213.5;1.3;9.5;-2.4;3807.2402;89.05894;-1
1298900;298900;1213.5;1.3;9.5;-2.4;3806.6326;89.054;-1
1299000;299000;1212.75;1.3;9.5;-2.4;3806.0256;89.049065;-1
1299100;299100;1211.75;1.3;9.5;-2.4;3805.4194;89.044136;-1
1299200;299200;1211.5;1.3;9.5;-2.4;3804.8142;89.039215;-1
1299300;299300;1211.75;1.3;9.5;-2.4;3804.2095;89.034294;-1
1299400;299400;1212.25;1.3;9.5;-2.4;3803.6057;89.02938;-1
1299500;299500;1212.75;1.3;9.5;-2.4;3803.003;89.024475;-1
1299600;299600;1212.75;1.3;9.5;-2.4;3802.4006;89.01957;-1
1299700;299700;1212.25;1.3;9.5;-2.4;3801.7993;89.01467;-1
1299800;299800;1212.75;1.3;9.5;-2.4;3801.1987;89.00977;-1
1299900;299900;1212.75;1.3;9.5;-2.4;3800.5989;89.00488;-1
1300000;300000;1214.25;1.3;9.5;-2.4;3800.0;89.0;-1
1300100;300100;1214.25;1.3;9.5;-2.4;3799.4019;88.99512;-1
1300200;300200;1214.5;1.3;9.5;-2.4;3798.8044;88.99024;-1
1300300;300300;1214.5;1.3;9.5;-2.4;3798.2078;88.985374;-1
1300400;300400;1214.75;1.3;9.5;-2.4;3797.612;88.98051;-1
1300500;300500;1215.0;1.3;9.5;-2.4;3797.0168;88.97565;-1
1300600;300600;1215.75;1.3;9.5;-2.4;3796.4226;88.97079;-1
1300700;300700;1216.75;1.3;9.5;-2.4;3795.829;88.965935;-1
1300800;300800;1216.75;1.3;9.5;-2.4;3795.2363;88.96109;-1
1300900;300900;1217.25;1.3;9.5;-2.4;3794.6443;88.956245;-1
1301000;301000;1218.25;1.3;9.5;-2.4;3794.053;88.95141;-1
1301100;301100;1217.25;1.3;9.5;-2.4;3793.4626;88.94657;-1
1301200;301200;1218.75;1.3;9.5;-2.4;3792.8728;88.94174;-1
1301300;301300;1217.75;1.3;9.5;-2.4;3792.2837;88.93692;-1
1301400;301400;1217.75;1.3;9.5;-2.4;3791.6956;88.9321;-1
1301500;301500;1218.75;1.3;9.5;-2.4;3791.108;88.927284;-1
1301600;301600;1216.75;1.3;9.5;-2.4;3790.521;88.92247;-1
1301700;301700;1218.25;1.3;9.5;-2.4;3789.9348;88.91766;-1
1301800;301800;1218.25;1.3;9.5;-2.4;3789.3496;88.912865;-1
1301900;301900;1218.75;1.3;9.5;-2.4;3788.765;88.908066;-1
1302000;302000;1219.0;1.3;9.5;-2.4;3788.1807;88.903275;-1
1302100;302100;1219.75;1.3;9.5;-2.4;3787.5974;88.89849;-1
1302200;302200;1218.75;1.3;9.5;-2.4;3787.015;88.89371;-1
1302300;302300;1218.25;1.3;9.5;-2.4;3786.4329;88.88893;-1
1302400;302400;1218.25;1.3;9.5;-2.4;3785.8518;88.884155;-1
1302500;302500;1219.25;1.3;9.5;-2.4;3785.2712;88.87939;-1
1302600;302600;1218.25;1.3;9.5;-2.4;3784.6912;88.87462;-1
1302700;302700;1217.75;1.3;9.5;-2.4;3784.112;88.86986;-1
1302800;302800;1219.75;1.3;9.5;-2.4;3783.5334;88.865105;-1
1302900;302900;1220.75;1.3;9.5;-2.4;3782.9556;88.86035;-1
1303000;303000;1221.0;1.3;9.5;-2.4;3782.3784;88.855606;-1
1303100;303100;1221.75;1.3;9.5;-2.4;3781.8018;88.85087;-1
1303200;303200;1221.25;1.3;9.5;-2.4;3781.2258;88.84613;-1
1303300;303300;1221.25;1.3;9.5;-2.4;3780.6504;88.84139;-1
1303400;303400;1221.75;1.3;9.5;-2.4;3780.076;88.83666;-1
1303500;303500;1221.75;1.3;9.5;-2.4;3779.5017;88.83194;-1
1303600;303600;1221.75;1.3;9.5;-2.4;3778.9285;88.827225;-1
1303700;303700;1220.75;1.3;9.5;-2.4;3778.3555;88.82251;-1
1303800;303800;1221.25;1.3;9.5;-2.4;3777.7834;88.817795;-1
1303900;303900;1220.25;1.3;9.5;-2.4;3777.212;88.81309;-1
1304000;304000;1219.25;1.3;9.5;-2.4;3776.6409;88.80839;-1
1304100;304100;1218.25;1.3;9.5;-2.4;3776.0706;88.80369;-1
1304200;304200;1219.75;1.3;9.5;-2.4;3775.5007;88.798996;-1
1304300;304300;1219.75;1.3;9.5;-2.4;3774.9316;88.79431;-1
1304400;304400;1219.25;1.3;9.5;-2.4;3774.363;88.78963;-1
1304500;304500;1217.75;1.3;9.5;-2.4;3773.7952;88.78495;-1
1304600;304600;1218.0;1.3;9.5;-2.4;3773.2278;88.78027;-1
1304700;304700;1218.75;1.3;9.5;-2.4;3772.661;88.775604;-1
1304800;304800;1217.25;1.3;9.5;-2.4;3772.0945;88.770935;-1
1304900;304900;1216.75;1.3;9.5;-2.4;3771.5288;88.76627;-1
1305000;305000;1215.75;1.3;9.5;-2.4;3770.9636;88.76161;-1
1305100;305100;1215.75;1.3;9.5;-2.4;3770.3992;88.75696;-1
1305200;305200;1215.5;1.3;9.5;-2.4;3769.835;88.75231;-1
1305300;305300;1214.25;1.3;9.5;-2.4;3769.2715;88.747665;-1
1305400;305400;1215.25;1.3;9.5;-2.4;3768.7087;88.74303;-1
1305500;305500;1216.75;1.3;9.5;-2.4;3768.1462;88.738396;-1
1305600;305600;1216.75;1.3;9.5;-2.4;3767.5842;88.733765;-1
1305700;305700;1218.25;1.3;9.5;-2.4;3767.023;88.72913;-1
1305800;305800;1219.25;1.3;9.5;-2.4;3766.4622;88.72451;-1
1305900;305900;1217.75;1.3;9.5;-2.4;3765.9019;88.719894;-1
1306000;306000;1217.75;1.3;9.5;-2.4;3765.342;88.71528;-1
1306100;306100;1218.75;1.3;9.5;-2.4;3764.7827;88.71067;-1
1306200;306200;1219.75;1.3;9.5;-2.4;3764.2239;88.70606;-1
1306300;306300;1218.25;1.3;9.5;-2.4;3763.6655;88.70146;-1
1306400;306400;1218.5;1.3;9.5;-2.4;3763.1077;88.69686;-1
1306500;306500;1218.5;1.3;9.5;-2.4;3762.5503;88.69227;-1
1306600;306600;1218.5;1.3;9.5;-2.4;3761.9934;88.68768;-1
1306700;306700;1217.75;1.3;9.5;-2.4;3761.4373;88.6831;-1
1306800;306800;1217.75;1.3;9.5;-2.4;3760.8813;88.67852;-1
1306900;306900;1218.25;1.3;9.5;-2.4;3760.3257;88.67394;-1
1307000;307000;1218.25;1.3;9.5;-2.4;3759.7708;88.66937;-1
1307100;307100;1219.25;1.3;9.5;-2.4;3759.2163;88.6648;-1
1307200;307200;1220.25;1.3;9.5;-2.4;3758.6624;88.66024;-1
1307300;307300;1220.25;1.3;9.5;-2.4;3758.1086;88.655685;-1
1307400;307400;1219.25;1.3;9.5;-2.4;3757.5554;88.65113;-1
1307500;307500;1220.25;1.3;9.5;-2.4;3757.0027;88.646576;-1
1307600;307600;1220.75;1.3;9.5;-2.4;3756.4504;88.64203;-1
1307700;307700;1219.75;1.3;9.5;-2.4;3755.8987;88.63749;-1
1307800;307800;1220.75;1.3;9.5;-2.4;3755.3472;88.63295;-1
1307900;307900;1221.0;1.3;9.5;-2.4;3754.7961;88.62842;-1
1308000;308000;1221.0;1.3;9.5;-2.4;3754.2456;88.623886;-1
1308100;308100;1221.0;1.3;9.5;-2.4;3753.6953;88.61936;-1
1308200;308200;1220.25;1.3;9.5;-2.4;3753.1455;88.614845;-1
1308300;308300;1220.75;1.3;9.5;-2.4;3752.5962;88.61033;-1
1308400;308400;1220.25;1.3;9.5;-2.4;3752.047;88.60581;-1
1308500;308500;1220.25;1.3;9.5;-2.4;3751.4985;88.6013;-1
1308600;308600;1220.75;1.3;9.5;-2.4;3750.9504;88.5968;-1
1308700;308700;1221.25;1.3;9.5;-2.4;3750.4026;88.5923;-1
1308800;308800;1221.0;1.3;9.5;-2.4;3749.855;88.5878;-1
1308900;308900;1221.75;1.3;9.5;-2.4;3749.308;88.583305;-1
1309000;309000;1221.5;1.3;9.5;-2.4;3748.7612;88.57882;-1
1309100;309100;1221.75;1.3;9.5;-2.4;3748.2148;88.57433;-1
1309200;309200;1222.75;1.3;9.5;-2.4;3747.669;88.569855;-1
1309300;309300;1222.75;1.3;9.5;-2.4;3747.1233;88.565384;-1
1309400;309400;1221.75;1.3;9.5;-2.4;3746.5781;88.560905;-1
1309500;309500;1221.25;1.3;9.5;-2.4;3746.033;88.55644;-1
1309600;309600;1220.25;1.3;9.5;-2.4;3745.4885;88.55198;-1
1309700;309700;1219.25;1.3;9.5;-2.4;3744.944;88.547516;-1
1309800;309800;1219.25;1.3;9.5;-2.4;3744.4001;88.54306;-1
1309900;309900;1219.25;1.3;9.5;-2.4;3743.8567;88.53861;-1
1310000;310000;1220.25;1.3;9.5;-2.4;3743.3132;88.534164;-1
1310100;310100;1219.25;1.3;9.5;-2.4;3742.7703;88.52972;-1
1310200;310200;1217.25;1.3;9.5;-2.4;3742.2275;88.525276;-1
1310300;310300;1218.25;1.3;9.5;-2.4;3741.6853;88.52084;-1
1310400;310400;1218.25;1.3;9.5;-2.4;3741.143;88.51641;-1
1310500;310500;1218.25;1.3;9.5;-2.4;3740.6013;88.511986;-1
1310600;310600;1219.25;1.3;9.5;-2.4;3740.0598;88.50756;-1
1310700;310700;1220.75;1.3;9.5;-2.4;3739.5186;88.503136;-1
1310800;310800;1220.5;1.3;9.5;-2.4;3738.9778;88.498726;-1
1310900;310900;1220.25;1.3;9.5;-2.4;3738.437;88.49431;-1
1311000;311000;1222.25;1.3;9.5;-2.4;3737.8967;88.48991;-1
1311100;311100;1222.75;1.3;9.5;-2.4;3737.3567;88.4855;-1
1311200;311200;1223.0;1.3;9.5;-2.4;3736.8167;88.4811;-1
1311300;311300;1222.25;1.3;9.5;-2.4;3736.277;88.4767;-1
1311400;311400;1221.75;1.3;9.5;-2.4;3735.7378;88.47231;-1
1311500;311500;1221.25;1.3;9.5;-2.4;3735.1987;88.467926;-1
1311600;311600;1221.5;1.3;9.5;-2.4;3734.66;88.46354;-1
1311700;311700;1221.25;1.3;9.5;-2.4;3734.121;88.45916;-1
1311800;311800;1221.75;1.3;9.5;-2.4;3733.5828;88.45478;-1
1311900;311900;1222.75;1.3;9.5;-2.4;3733.0447;88.45041;-1
1312000;312000;1223.75;1.3;9.5;-2.4;3732.5068;88.44604;-1
1312100;312100;1224.0;1.3;9.5;-2.4;3731.969;88.44167;-1
1312200;312200;1224.0;1.3;9.5;-2.4;3731.4314;88.43732;-1
1312300;312300;1223.75;1.3;9.5;-2.4;3730.8943;88.43295;-1
1312400;312400;1222.75;1.3;9.5;-2.4;3730.3572;88.428604;-1
1312500;312500;1221.75;1.3;9.5;-2.4;3729.8203;88.424255;-1
1312600;312600;1219.25;1.3;9.5;-2.4;3729.2834;88.41991;-1
1312700;312700;1219.25;1.3;9.5;-2.4;3728.747;88.415565;-1
1312800;312800;1218.75;1.3;9.5;-2.4;3728.2107;88.411224;-1
1312900;312900;1218.75;1.3;9.5;-2.4;3727.6746;88.40689;-1
1313000;313000;1219.25;1.3;9.5;-2.4;3727.1387;88.402565;-1
1313100;313100;1219.25;1.3;9.5;-2.4;3726.6028;88.39824;-1
1313200;313200;1217.25;1.3;9.5;-2.4;3726.0671;88.39391;-1
1313300;313300;1217.5;1.3;9.5;-2.4;3725.5317;88.389595;-1
1313400;313400;1217.75;1.3;9.5;-2.4;3724.9963;88.38528;-1
1313500;313500;1216.75;1.3;9.5;-2.4;3724.4612;88.38097;-1
1313600;313600;1217.0;1.3;9.5;-2.4;3723.9263;88.376656;-1
1313700;313700;1217.0;1.3;9.5;-2.4;3723.3914;88.37235;-1
1313800;313800;1218.25;1.3;9.5;-2.4;3722.8567;88.36806;-1
1313900;313900;1216.75;1.3;9.5;-2.4;3722.322;88.363754;-1
1314000;314000;1217.25;1.3;9.5;-2.4;3721.7876;88.35947;-1
1314100;314100;1217.25;1.3;9.5;-2.4;3721.2532;88.35518;-1
1314200;314200;1216.25;1.3;9.5;-2.4;3720.719;88.35089;-1
1314300;314300;1214.25;1.3;9.5;-2.4;3720.1848;88.34661;-1
1314400;314400;1214.25;1.3;9.5;-2.4;3719.651;88.34233;-1
1314500;314500;1215.25;1.3;9.5;-2.4;3719.117;88.33806;-1
1314600;314600;1214.25;1.3;9.5;-2.4;3718.583;88.333786;-1
1314700;314700;1214.75;1.3;9.5;-2.4;3718.0493;88.32952;-1
1314800;314800;1214.25;1.3;9.5;-2.4;3717.5156;88.32526;-1
1314900;314900;1213.75;1.3;9.5;-2.4;3716.9822;88.321;-1
1315000;315000;1215.25;1.3;9.5;-2.4;3716.4487;88.31674;-1
1315100;315100;1215.75;1.3;9.5;-2.4;3715.9153;88.312485;-1
1315200;315200;1216.25;1.3;9.5;-2.4;3715.3818;88.308235;-1
1315300;315300;1215.75;1.3;9.5;-2.4;3714.8486;88.30399;-1
1315400;315400;1214.75;1.3;9.5;-2.4;3714.3154;88.29975;-1
1315500;315500;1212.25;1.3;9.5;-2.4;3713.7822;88.29552;-1
1315600;315600;1212.25;1.3;9.5;-2.4;3713.2493;88.29128;-1
1315700;315700;1211.25;1.3;9.5;-2.4;3712.7163;88.28705;-1
1315800;315800;1211.25;1.3;9.5;-2.4;3712.183;88.28282;-1
1315900;315900;1212.25;1.3;9.5;-2.4;3711.6501;88.2786;-1
1316000;316000;1211.75;1.3;9.5;-2.4;3711.1172;88.274376;-1
1316100;316100;1213.25;1.3;9.5;-2.4;3710.5842;88.270164;-1
1316200;316200;1213.25;1.3;9.5;-2.4;3710.0515;88.26595;-1
1316300;316300;1213.5;1.3;9.5;-2.4;3709.5186;88.26174;-1
1316400;316400;1212.75;1.3;9.5;-2.4;3708.9856;88.25754;-1
1316500;316500;1211.75;1.3;9.5;-2.4;3708.453;88.253334;-1
1316600;316600;1212.25;1.3;9.5;-2.4;3707.92;88.24914;-1
1316700;316700;1212.5;1.3;9.5;-2.4;3707.3872;88.24494;-1
1316800;316800;1210.75;1.3;9.5;-2.4;3706.8542;88.24075;-1
1316900;316900;1211.25;1.3;9.5;-2.4;3706.3213;88.236565;-1
1317000;317000;1211.25;1.3;9.5;-2.4;3705.7886;88.232376;-1
1317100;317100;1209.25;1.3;9.5;-2.4;3705.2556;88.228195;-1
1317200;317200;1209.75;1.3;9.5;-2.4;3704.7227;88.22402;-1
1317300;317300;1208.75;1.3;9.5;-2.4;3704.1897;88.21985;-1
1317400;317400;1208.75;1.3;9.5;-2.4;3703.6567;88.215675;-1
1317500;317500;1208.75;1.3;9.5;-2.4;3703.1235;88.21151;-1
1317600;317600;1208.25;1.3;9.5;-2.4;3702.5906;88.207344;-1
1317700;317700;1208.5;1.3;9.5;-2.4;3702.0574;88.203186;-1
1317800;317800;1209.75;1.3;9.5;-2.4;3701.5242;88.19903;-1
1317900;317900;1210.75;1.3;9.5;-2.4;3700.991;88.19488;-1
1318000;318000;1210.25;1.3;9.5;-2.4;3700.4575;88.19073;-1
1318100;318100;1208.75;1.3;9.5;-2.4;3699.924;88.18658;-1
1318200;318200;1207.25;1.3;9.5;-2.4;3699.3906;88.182434;-1
1318300;318300;1206.75;1.3;9.5;-2.4;3698.8572;88.1783;-1
1318400;318400;1207.75;1.3;9.5;-2.4;3698.3235;88.174164;-1
1318500;318500;1207.75;1.3;9.5;-2.4;3697.7898;88.17003;-1
1318600;318600;1208.25;1.3;9.5;-2.4;3697.2559;88.1659;-1
1318700;318700;1206.25;1.3;9.5;-2.4;3696.722;88.16177;-1
1318800;318800;1205.75;1.3;9.5;-2.4;3696.188;88.15765;-1
1318900;318900;1204.75;1.3;9.5;-2.4;3695.6538;88.153534;-1
1319000;319000;1204.25;1.3;9.5;-2.4;3695.1196;88.14942;-1
1319100;319100;1203.25;1.3;9.5;-2.4;3694.5852;88.14531;-1
1319200;319200;1203.25;1.3;9.5;-2.4;3694.0508;88.1412;-1
1319300;319300;1202.25;1.3;9.5;-2.4;3693.516;88.13709;-1
1319400;319400;1203.25;1.3;9.5;-2.4;3692.9814;88.13299;-1
1319500;319500;1201.75;1.3;9.5;-2.4;3692.4465;88.12889;-1
1319600;319600;1200.25;1.3;9.5;-2.4;3691.9116;88.124794;-1
1319700;319700;1200.75;1.3;9.5;-2.4;3691.3765;88.120705;-1
1319800;319800;1199.25;1.3;9.5;-2.4;3690.841;88.116615;-1
1319900;319900;1200.25;1.3;9.5;-2.4;3690.3057;88.11253;-1
1320000;320000;1200.25;1.3;9.5;-2.4;3689.77;88.108444;-1
1320100;320100;1198.25;1.3;9.5;-2.4;3689.2341;88.10437;-1
1320200;320200;1195.75;1.3;9.5;-2.4;3688.6982;88.100296;-1
1320300;320300;1194.75;1.3;9.5;-2.4;3688.162;88.09622;-1
1320400;320400;1193.75;1.3;9.5;-2.4;3687.6257;88.092155;-1
1320500;320500;1193.75;1.3;9.5;-2.4;3687.089;88.08809;-1
1320600;320600;1193.75;1.3;9.5;-2.4;3686.5525;88.08402;-1
1320700;320700;1194.25;1.3;9.5;-2.4;3686.0156;88.07996;-1
1320800;320800;1194.5;1.3;9.5;-2.4;3685.4785;88.075905;-1
1320900;320900;1194.5;1.3;9.5;-2.4;3684.9412;88.07185;-1
1321000;321000;1193.75;1.3;9.5;-2.4;3684.4036;88.0678;-1
1321100;321100;1194.0;1.3;9.5;-2.4;3683.866;88.06376;-1
1321200;321200;1194.75;1.3;9.5;-2.4;3683.3281;88.059715;-1
1321300;321300;1194.75;1.3;9.5;-2.4;3682.7898;88.05568;-1
1321400;321400;1193.75;1.3;9.5;-2.4;3682.2515;88.05164;-1
1321500;321500;1194.25;1.3;9.5;-2.4;3681.713;88.04761;-1
1321600;321600;1196.25;1.3;9.5;-2.4;3681.174;88.04358;-1
1321700;321700;1195.75;1.3;9.5;-2.4;3680.6348;88.03955;-1
1321800;321800;1194.25;1.3;9.5;-2.4;3680.0955;88.03552;-1
1321900;321900;1195.25;1.3;9.5;-2.4;3679.556;88.0315;-1
1322000;322000;1194.25;1.3;9.5;-2.4;3679.016;88.02749;-1
1322100;322100;1195.75;1.3;9.5;-2.4;3678.4758;88.02347;-1
1322200;322200;1194.25;1.3;9.5;-2.4;3677.9355;88.01946;-1
1322300;322300;1194.75;1.3;9.5;-2.4;3677.3948;88.01545;-1
1322400;322400;1194.75;1.3;9.5;-2.4;3676.854;88.011444;-1
1322500;322500;1194.5;1.3;9.5;-2.4;3676.3127;88.00745;-1
1322600;322600;1194.75;1.3;9.5;-2.4;3675.7712;88.00345;-1
1322700;322700;1195.75;1.3;9.5;-2.4;3675.2295;87.99945;-1
1322800;322800;1195.25;1.3;9.5;-2.4;3674.6873;87.99546;-1
1322900;322900;1195.25;1.3;9.5;-2.4;3674.145;87.99147;-1
1323000;323000;1195.0;1.3;9.5;-2.4;3673.6023;87.98748;-1
1323100;323100;1195.75;1.3;9.5;-2.4;3673.0593;87.9835;-1
1323200;323200;1196.25;1.3;9.5;-2.4;3672.5159;87.979515;-1
1323300;323300;1196.25;1.3;9.5;-2.4;3671.9724;87.97554;-1
1323400;323400;1197.25;1.3;9.5;-2.4;3671.4285;87.971565;-1
1323500;323500;1199.75;1.3;9.5;-2.4;3670.884;87.9676;-1
1323600;323600;1201.25;1.3;9.5;-2.4;3670.3394;87.96362;-1
1323700;323700;1202.25;1.3;9.5;-2.4;3669.7944;87.95966;-1
1323800;323800;1201.25;1.3;9.5;-2.4;3669.2493;87.955696;-1
